common_name	scientific_name	afrikaans_name	image	audio	family	size	habitat	colors	common_name	scientific_name	afrikaans_name	image	audio	family	size	habitat	colors
Short-tailed Pipit	Anthus brachyurus	Kortstertkoester	https://cdn.sabirds.app/short-toed-rock-thrush/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC745585-Short-tailed%20pipit%20%28call%2C%20song%20%5Bunc%5D%29%2020211210%2CChituntaIBA%2CNorthwestern%2CZAMBIA.mp3	Pipits	Small	Grassland	['Brown', 'Buff']	Short-tailed Pipit	Anthus brachyurus	Kortstertkoester	https://cdn.sabirds.app/short-toed-rock-thrush/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC745585-Short-tailed%20pipit%20%28call%2C%20song%20%5Bunc%5D%29%2020211210%2CChituntaIBA%2CNorthwestern%2CZAMBIA.mp3	Pipits	Small	Grassland	['Brown', 'Buff']
Short-toed Rock Thrush	Monticola brevipes	Korttoonkliplyster	https://birda.twic.pics/species/8218e7be-8b0e-4259-9061-d6e1f0657b7b/reference_images/Short-toed_Rock-thrush-_Male.jpg	https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC346902-LS102568%20Short-toed%20Rock-thrush%20song%20in%20flight%20A.mp3	Thrushes	Small	Fynbos	['Brown', 'Orange']	Short-toed Rock Thrush	Monticola brevipes	Korttoonkliplyster	https://birda.twic.pics/species/8218e7be-8b0e-4259-9061-d6e1f0657b7b/reference_images/Short-toed_Rock-thrush-_Male.jpg	https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC346902-LS102568%20Short-toed%20Rock-thrush%20song%20in%20flight%20A.mp3	Thrushes	Small	Fynbos	['Brown', 'Orange']
Shy Albatross	Thalassarche cauta	Bloubekalbatros (-malmok)	https://birda.twic.pics/species/f01a8aa2-647e-4a0e-b3fc-11370267f397/reference_images/Shy_Albatross-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/FHQVLXJQKW/XC796810-White-capped-Albatross-1.mp3	Albatrosses	Very Large	Marine	['White', 'Grey', 'Black']	Shy Albatross	Thalassarche cauta	Bloubekalbatros (-malmok)	https://birda.twic.pics/species/f01a8aa2-647e-4a0e-b3fc-11370267f397/reference_images/Shy_Albatross-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/FHQVLXJQKW/XC796810-White-capped-Albatross-1.mp3	Albatrosses	Very Large	Marine	['White', 'Grey', 'Black']
Sickle-winged Chat	Emarginata sinuata	Vlaktespekvreter	https://birda.twic.pics/species/25caec36-58b7-422f-ab7d-1e5d5521efcc/reference_images/Sickle-winged_Chat.jpg	https://xeno-canto.org/sounds/uploaded/SGLTZLDXYI/XC636143-Sickle-winged%20Chat%203%20April%202021.mp3	Chats	Small	Fynbos	['Brown', 'Grey', 'White']	Sickle-winged Chat	Emarginata sinuata	Vlaktespekvreter	https://birda.twic.pics/species/25caec36-58b7-422f-ab7d-1e5d5521efcc/reference_images/Sickle-winged_Chat.jpg	https://xeno-canto.org/sounds/uploaded/SGLTZLDXYI/XC636143-Sickle-winged%20Chat%203%20April%202021.mp3	Chats	Small	Fynbos	['Brown', 'Grey', 'White']
Slaty Egret	Egretta vinaceigula	Rooikeelreier	https://birda.twic.pics/species/6e568fc6-5d01-480e-9643-96899c6af6de/reference_images/Slaty_Egret.jpg	no audio found	Herons	Large	Wetland	['Grey', 'White', 'Black']	Slaty Egret	Egretta vinaceigula	Rooikeelreier	https://birda.twic.pics/species/6e568fc6-5d01-480e-9643-96899c6af6de/reference_images/Slaty_Egret.jpg	no audio found	Herons	Large	Wetland	['Grey', 'White', 'Black']
Slender-billed Gull	Chroicocephalus genei	Dunbekmeeu	https://birda.twic.pics/species/7b5d3e7b-c2e8-4ece-a8e0-641fc5699081/reference_images/Slender-billed_Gull.jpg	https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC1041342-Chroicocephalus_genei-FL-Calls-Richard-Toll-20Jan24-10.06am-LS119417b.mp3	Gulls	Large	Coastal	['White', 'Grey', 'Black']	Slender-billed Gull	Chroicocephalus genei	Dunbekmeeu	https://birda.twic.pics/species/7b5d3e7b-c2e8-4ece-a8e0-641fc5699081/reference_images/Slender-billed_Gull.jpg	https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC1041342-Chroicocephalus_genei-FL-Calls-Richard-Toll-20Jan24-10.06am-LS119417b.mp3	Gulls	Large	Coastal	['White', 'Grey', 'Black']
Slender-billed Prion	Pachyptila belcheri	Dunbekwalvisvoël	https://cdn.sabirds.app/snowy-egret/1_medium.webp	https://xeno-canto.org/sounds/uploaded/RDBQTCTEUE/XC863075-Prion-de-Belcher_Val_KERGUELEN_MAYES_30.12.2021-(2).mp3	Prions	Medium	Marine	['Grey', 'Brown', 'White']	Slender-billed Prion	Pachyptila belcheri	Dunbekwalvisvoël	https://cdn.sabirds.app/snowy-egret/1_medium.webp	https://xeno-canto.org/sounds/uploaded/RDBQTCTEUE/XC863075-Prion-de-Belcher_Val_KERGUELEN_MAYES_30.12.2021-(2).mp3	Prions	Medium	Marine	['Grey', 'Brown', 'White']
Snowy Egret	Egretta thula	Sneeuwitreier	https://birda.twic.pics/species/562eee5a-dfaa-42ff-adb3-726ec2da4e2c/reference_images/Snowy_Egret.jpg	https://xeno-canto.org/sounds/uploaded/JQSYKZHEMB/XC559898-EgrettathulaLagunaCapit%C3%A1nPY.mp3	Herons	Large	Wetland	['Grey', 'White', 'Black']	Snowy Egret	Egretta thula	Sneeuwitreier	https://birda.twic.pics/species/562eee5a-dfaa-42ff-adb3-726ec2da4e2c/reference_images/Snowy_Egret.jpg	https://xeno-canto.org/sounds/uploaded/JQSYKZHEMB/XC559898-EgrettathulaLagunaCapit%C3%A1nPY.mp3	Herons	Large	Wetland	['Grey', 'White', 'Black']
Snowy Sheathbill	Chionis albus	Grootskedebek (-peddie)	https://birda.twic.pics/species/b9e32a29-a1e6-4ed3-b27e-707b51dd1705/reference_images/Snowy_Sheathbill.jpg	https://xeno-canto.org/sounds/uploaded/CDTGHVBGZP/XC254290-Snowy%20Sheathbill2015-2-18-1.mp3	Sheathbills	Large	Marine	['White']	Snowy Sheathbill	Chionis albus	Grootskedebek (-peddie)	https://birda.twic.pics/species/b9e32a29-a1e6-4ed3-b27e-707b51dd1705/reference_images/Snowy_Sheathbill.jpg	https://xeno-canto.org/sounds/uploaded/CDTGHVBGZP/XC254290-Snowy%20Sheathbill2015-2-18-1.mp3	Sheathbills	Large	Marine	['White']
Sociable Weaver	Philetairus socius	Versamelvoël	https://birda.twic.pics/species/b7fe783c-394f-433b-9bd5-4cb1758277ff/reference_images/Sociable_Weaver.jpg	https://xeno-canto.org/sounds/uploaded/JDCTKFMBKV/XC898636-WeaverSociable_KareeboombultHoopstad_20240423.mp3	Weavers	Small	Karoo	['Brown', 'Black', 'Buff']	Sociable Weaver	Philetairus socius	Versamelvoël	https://birda.twic.pics/species/b7fe783c-394f-433b-9bd5-4cb1758277ff/reference_images/Sociable_Weaver.jpg	https://xeno-canto.org/sounds/uploaded/JDCTKFMBKV/XC898636-WeaverSociable_KareeboombultHoopstad_20240423.mp3	Weavers	Small	Karoo	['Brown', 'Black', 'Buff']
Soft-plumaged Petrel	Pterodroma mollis	Donsveerstormvoël	https://birda.twic.pics/species/ef0c2271-14f7-4a80-a0d7-43f1d77f20f2/reference_images/Soft-plumaged_Petrel-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/YHOCFQHBDL/XC927149-Soft-plumagedPetrel.2020.10.10%282245%29.Sweetwater.mp3	Petrels	Large	Marine	['Grey', 'White', 'Brown']	Soft-plumaged Petrel	Pterodroma mollis	Donsveerstormvoël	https://birda.twic.pics/species/ef0c2271-14f7-4a80-a0d7-43f1d77f20f2/reference_images/Soft-plumaged_Petrel-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/YHOCFQHBDL/XC927149-Soft-plumagedPetrel.2020.10.10%282245%29.Sweetwater.mp3	Petrels	Large	Marine	['Grey', 'White', 'Brown']
Sombre Greenbul	Andropadus importunus	Gewone Willie	https://birda.twic.pics/species/3508bdc0-4f89-448e-a958-359348c4e6cb/reference_images/Sombre_Greenbul_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1072415-20251008_KBG_TGridley_XA60_A008C026_2510086C_SLE_250HP_-3dB.mp3	Greenbuls	Small	Fynbos	['Grey', 'Green', 'White']	Sombre Greenbul	Andropadus importunus	Gewone Willie	https://birda.twic.pics/species/3508bdc0-4f89-448e-a958-359348c4e6cb/reference_images/Sombre_Greenbul_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1072415-20251008_KBG_TGridley_XA60_A008C026_2510086C_SLE_250HP_-3dB.mp3	Greenbuls	Small	Fynbos	['Grey', 'Green', 'White']
Sooty Albatross	Phoebetria fusca	Bruinalbatros (-malmok)	https://birda.twic.pics/species/66aa5196-c4e4-4f6b-b39e-3bb90119372f/reference_images/Sooty_Albatross-_Flying.jpg	no audio found	Albatrosses	Very Large	Marine	['White', 'Black', 'Grey']	Sooty Albatross	Phoebetria fusca	Bruinalbatros (-malmok)	https://birda.twic.pics/species/66aa5196-c4e4-4f6b-b39e-3bb90119372f/reference_images/Sooty_Albatross-_Flying.jpg	no audio found	Albatrosses	Very Large	Marine	['White', 'Black', 'Grey']
Sooty Falcon	Falco concolor	Roetvalk	https://cdn.sabirds.app/sooty-gull/1_medium.webp	https://xeno-canto.org/sounds/uploaded/DFIVEKUPZG/XC929946-2024-08-23-15_37.wav-(4).mp3	Falcons	Large	Rocky	['Grey', 'Brown', 'White']	Sooty Falcon	Falco concolor	Roetvalk	https://cdn.sabirds.app/sooty-gull/1_medium.webp	https://xeno-canto.org/sounds/uploaded/DFIVEKUPZG/XC929946-2024-08-23-15_37.wav-(4).mp3	Falcons	Large	Rocky	['Grey', 'Brown', 'White']
Sooty Gull	Ichthyaetus hemprichii	Roetmeeu	https://birda.twic.pics/species/54d8378c-c657-4aca-83fe-b8a122950fa5/reference_images/Sooty_Gull.jpg	https://xeno-canto.org/sounds/uploaded/AYKHDFBYIH/XC1034337-Sooty-Gull-call-very-good-2020-10-27-Silah-Main-Island,-at-sea-Duba_2444_edited.mp3	Gulls	Large	Coastal	['White', 'Grey', 'Black']	Sooty Gull	Ichthyaetus hemprichii	Roetmeeu	https://birda.twic.pics/species/54d8378c-c657-4aca-83fe-b8a122950fa5/reference_images/Sooty_Gull.jpg	https://xeno-canto.org/sounds/uploaded/AYKHDFBYIH/XC1034337-Sooty-Gull-call-very-good-2020-10-27-Silah-Main-Island,-at-sea-Duba_2444_edited.mp3	Gulls	Large	Coastal	['White', 'Grey', 'Black']
Sooty Shearwater	Ardenna grisea	Malbaatjie	https://birda.twic.pics/species/36c6f178-694a-428f-b04a-75863acef68c/reference_images/Sooty_Shearwater_-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/YHOCFQHBDL/XC1054712-SootyShearwater.2025.11.02%280455%29.Rangatira.H4.JennaHoverd.mp3	Shearwaters	Large	Marine	['Brown', 'Black']	Sooty Shearwater	Ardenna grisea	Malbaatjie	https://birda.twic.pics/species/36c6f178-694a-428f-b04a-75863acef68c/reference_images/Sooty_Shearwater_-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/YHOCFQHBDL/XC1054712-SootyShearwater.2025.11.02%280455%29.Rangatira.H4.JennaHoverd.mp3	Shearwaters	Large	Marine	['Brown', 'Black']
Sooty Tern	Onychoprion fuscatus	Roetsterretjie	https://birda.twic.pics/species/869b9f36-c13c-4813-a94f-d679d60f8e64/reference_images/Sooty_Tern-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/IERLEVXEIF/XC766526-Sooty-Terns-Phillip-Island-CR.mp3	Terns	Medium	Marine	['White', 'Grey', 'Black']	Sooty Tern	Onychoprion fuscatus	Roetsterretjie	https://birda.twic.pics/species/869b9f36-c13c-4813-a94f-d679d60f8e64/reference_images/Sooty_Tern-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/IERLEVXEIF/XC766526-Sooty-Terns-Phillip-Island-CR.mp3	Terns	Medium	Marine	['White', 'Grey', 'Black']
South African Cliff Swallow	Petrochelidon spilodera	Familieswael	https://cdn.sabirds.app/south-african-shelduck/1_medium.webp	https://xeno-canto.org/sounds/uploaded/KHGERYPVPK/XC459496-20181222_102910_cliff_swallow.mp3	Swallows	Small	Grassland	['Blue', 'Orange', 'White']	South African Cliff Swallow	Petrochelidon spilodera	Familieswael	https://cdn.sabirds.app/south-african-shelduck/1_medium.webp	https://xeno-canto.org/sounds/uploaded/KHGERYPVPK/XC459496-20181222_102910_cliff_swallow.mp3	Swallows	Small	Grassland	['Blue', 'Orange', 'White']
South African Shelduck	Tadorna cana	Kopereend	https://birda.twic.pics/species/662ebd22-8c72-4f5a-8a18-cdd316af05c2/reference_images/South_African_Shellduck-_Male-_Swi.jpg	https://xeno-canto.org/sounds/uploaded/GQMCPIVNXX/XC458468-South%20African%20Shelduck.mp3	Ducks	Very Large	Wetland	['Brown', 'Orange', 'Green']	South African Shelduck	Tadorna cana	Kopereend	https://birda.twic.pics/species/662ebd22-8c72-4f5a-8a18-cdd316af05c2/reference_images/South_African_Shellduck-_Male-_Swi.jpg	https://xeno-canto.org/sounds/uploaded/GQMCPIVNXX/XC458468-South%20African%20Shelduck.mp3	Ducks	Very Large	Wetland	['Brown', 'Orange', 'Green']
South Polar Skua	Stercorarius maccormicki	Suidpoolroofmeeu	https://birda.twic.pics/species/ec3719c8-47bc-4dbf-84a8-7b6a9f270658/reference_images/South_Polar_Skua.jpg	https://xeno-canto.org/sounds/uploaded/CQVHGWMGMC/XC953125-SPSK113024-2.mp3	Skuas	Very Large	Marine	['Brown', 'Grey', 'Buff']	South Polar Skua	Stercorarius maccormicki	Suidpoolroofmeeu	https://birda.twic.pics/species/ec3719c8-47bc-4dbf-84a8-7b6a9f270658/reference_images/South_Polar_Skua.jpg	https://xeno-canto.org/sounds/uploaded/CQVHGWMGMC/XC953125-SPSK113024-2.mp3	Skuas	Very Large	Marine	['Brown', 'Grey', 'Buff']
Southern Bald Ibis	Geronticus calvus	Kalkoenibis	https://birda.twic.pics/species/0c2cca85-a301-41f1-96e6-856863d7c480/reference_images/Southern_Bald_Ibis.jpg	https://xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC902587-MixPre-026_Southern_bald_ibis_01.mp3	Ibises	Very Large	Grassland	['Blue', 'Black', 'Red']	Southern Bald Ibis	Geronticus calvus	Kalkoenibis	https://birda.twic.pics/species/0c2cca85-a301-41f1-96e6-856863d7c480/reference_images/Southern_Bald_Ibis.jpg	https://xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC902587-MixPre-026_Southern_bald_ibis_01.mp3	Ibises	Very Large	Grassland	['Blue', 'Black', 'Red']
Southern Banded Snake Eagle	Circaetus fasciolatus	Dubbelbandslangarend	https://birda.twic.pics/species/e2d9ff21-acf5-42fb-8d45-4a95df993076/reference_images/Southern-banded_Snake-eagle.jpg	https://xeno-canto.org/sounds/uploaded/CQARALZBNN/XC775493-221125_1174-S-banded-snake-eagle.mp3	Snake-Eagles	Very Large	Woodland	['Brown', 'White', 'Grey']	Southern Banded Snake Eagle	Circaetus fasciolatus	Dubbelbandslangarend	https://birda.twic.pics/species/e2d9ff21-acf5-42fb-8d45-4a95df993076/reference_images/Southern-banded_Snake-eagle.jpg	https://xeno-canto.org/sounds/uploaded/CQARALZBNN/XC775493-221125_1174-S-banded-snake-eagle.mp3	Snake-Eagles	Very Large	Woodland	['Brown', 'White', 'Grey']
Southern Black Flycatcher	Melaenornis pammelaina	Swartvlieëvanger	https://birda.twic.pics/species/661d5e78-d2b8-4f36-aee9-787e1c9bd9eb/reference_images/Southern_Black_Flycatcher_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/GQMCPIVNXX/XC411726-Southern%20Black%20Flycatcher.mp3	Flycatchers	Small	Woodland	['Black']	Southern Black Flycatcher	Melaenornis pammelaina	Swartvlieëvanger	https://birda.twic.pics/species/661d5e78-d2b8-4f36-aee9-787e1c9bd9eb/reference_images/Southern_Black_Flycatcher_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/GQMCPIVNXX/XC411726-Southern%20Black%20Flycatcher.mp3	Flycatchers	Small	Woodland	['Black']
Southern Black Korhaan	Afrotis afra	Swartvlerkkorhaan	https://birda.twic.pics/species/ec025501-6c81-437d-a760-adc3c0c4d52c/reference_images/Southern_Blck_Korhaan-_Male.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1000715-20231024_SWELLIE_NSerpa_EOS650D_MVI_2324_SLE_600Hz_-3dBNORM_Comb.mp3	Bustards	Large	Fynbos	['Black', 'White', 'Brown']	Southern Black Korhaan	Afrotis afra	Swartvlerkkorhaan	https://birda.twic.pics/species/ec025501-6c81-437d-a760-adc3c0c4d52c/reference_images/Southern_Blck_Korhaan-_Male.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1000715-20231024_SWELLIE_NSerpa_EOS650D_MVI_2324_SLE_600Hz_-3dBNORM_Comb.mp3	Bustards	Large	Fynbos	['Black', 'White', 'Brown']
Southern Black Tit	Melaniparus niger	Gewone Swartmees	https://birda.twic.pics/species/2afe8d98-f853-4bb1-b15a-dd7e5bf2edf4/reference_images/Southern_Black-tit.jpg	https://xeno-canto.org/sounds/uploaded/UDDNOHEKEN/XC248789-Tit%2C%20Southern%20Black%20%281%29%3B%20Smaldeel%20Route%20EC%2006-06-2015.mp3	Tits	Small	Woodland	['Black', 'White']	Southern Black Tit	Melaniparus niger	Gewone Swartmees	https://birda.twic.pics/species/2afe8d98-f853-4bb1-b15a-dd7e5bf2edf4/reference_images/Southern_Black-tit.jpg	https://xeno-canto.org/sounds/uploaded/UDDNOHEKEN/XC248789-Tit%2C%20Southern%20Black%20%281%29%3B%20Smaldeel%20Route%20EC%2006-06-2015.mp3	Tits	Small	Woodland	['Black', 'White']
Southern Boubou	Laniarius ferrugineus	Suidelike Waterfiskaal	https://birda.twic.pics/species/08fd4467-755d-434e-9529-ce321ed9c707/reference_images/Southern_Boubou_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/QXGZDUUJUO/XC1072355-southern-boubou-Johannesburg-260112-192216_Tr1-.mp3	Boubous	Small	Woodland	['Black', 'White', 'Pink']	Southern Boubou	Laniarius ferrugineus	Suidelike Waterfiskaal	https://birda.twic.pics/species/08fd4467-755d-434e-9529-ce321ed9c707/reference_images/Southern_Boubou_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/QXGZDUUJUO/XC1072355-southern-boubou-Johannesburg-260112-192216_Tr1-.mp3	Boubous	Small	Woodland	['Black', 'White', 'Pink']
Southern Brown-throated Weaver	Ploceus xanthopterus	Bruinkeelwewer	https://cdn.sabirds.app/southern-carmine-bee-eater/1_medium.webp	https://xeno-canto.org/sounds/uploaded/CQARALZBNN/XC933092-240225_1322-bthr-weaver-song.mp3	Weavers	Small	Wetland	['Brown', 'Yellow', 'Black']	Southern Brown-throated Weaver	Ploceus xanthopterus	Bruinkeelwewer	https://cdn.sabirds.app/southern-carmine-bee-eater/1_medium.webp	https://xeno-canto.org/sounds/uploaded/CQARALZBNN/XC933092-240225_1322-bthr-weaver-song.mp3	Weavers	Small	Wetland	['Brown', 'Yellow', 'Black']
Southern Carmine Bee-eater	Merops nubicoides	Rooiborsbyvreter	https://birda.twic.pics/species/76420bb5-9b59-4088-8d8d-2af12f7bea07/reference_images/Southern_Carmine_Bee-eater.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1008874-20240222_KNP_NSerpa_XA60_A001C133_2402221G_CANON_SLE_1kHzHP_-3dBNORM_split.mp3	Bee-eaters	Small	Woodland	['Red', 'Blue', 'Green']	Southern Carmine Bee-eater	Merops nubicoides	Rooiborsbyvreter	https://birda.twic.pics/species/76420bb5-9b59-4088-8d8d-2af12f7bea07/reference_images/Southern_Carmine_Bee-eater.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1008874-20240222_KNP_NSerpa_XA60_A001C133_2402221G_CANON_SLE_1kHzHP_-3dBNORM_split.mp3	Bee-eaters	Small	Woodland	['Red', 'Blue', 'Green']
Southern Double-collared Sunbird	Cinnyris chalybeus	Klein-rooibandsuikerbekkie	https://birda.twic.pics/species/394f30ad-2672-4b91-bd98-80ed09313879/reference_images/Southern_Double-collared_Sunbird-_.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1072417-20251008_KBG_TGridley_XA60_A008C027_251008RH_SLE_250HP_-3dB_sunbird.mp3	Sunbirds	Tiny	Fynbos	['Green', 'Red', 'Blue']	Southern Double-collared Sunbird	Cinnyris chalybeus	Klein-rooibandsuikerbekkie	https://birda.twic.pics/species/394f30ad-2672-4b91-bd98-80ed09313879/reference_images/Southern_Double-collared_Sunbird-_.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1072417-20251008_KBG_TGridley_XA60_A008C027_251008RH_SLE_250HP_-3dB_sunbird.mp3	Sunbirds	Tiny	Fynbos	['Green', 'Red', 'Blue']
Southern Fiscal	Lanius collaris	Fiskaallaksman	https://birda.twic.pics/species/2bb919ef-7c93-41eb-8006-91153d3fc519/reference_images/Southern_Fiscal_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/XGCIUBZDTF/XC1073617-Fiscal,-Southern.mp3	Shrikes	Small	Grassland	['Black', 'White']	Southern Fiscal	Lanius collaris	Fiskaallaksman	https://birda.twic.pics/species/2bb919ef-7c93-41eb-8006-91153d3fc519/reference_images/Southern_Fiscal_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/XGCIUBZDTF/XC1073617-Fiscal,-Southern.mp3	Shrikes	Small	Grassland	['Black', 'White']
Southern Fulmar	Fulmarus glacialoides	Silwerstormvoël	https://birda.twic.pics/species/7524227c-ceaa-465b-bce0-c17159ad2e04/reference_images/Southern_Fulmar-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/BRAMYBYPHG/Fulmarus%20glacialoides%2C%20Young%20Is%2C%20Balleny%2C%2017-1-08%20SI.mp3	Petrels	Large	Marine	['Grey', 'Brown', 'White']	Southern Fulmar	Fulmarus glacialoides	Silwerstormvoël	https://birda.twic.pics/species/7524227c-ceaa-465b-bce0-c17159ad2e04/reference_images/Southern_Fulmar-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/BRAMYBYPHG/Fulmarus%20glacialoides%2C%20Young%20Is%2C%20Balleny%2C%2017-1-08%20SI.mp3	Petrels	Large	Marine	['Grey', 'Brown', 'White']
Southern Giant Petrel	Macronectes giganteus	Reusenellie	https://birda.twic.pics/species/657be089-a285-442c-8ba8-3658135f3f98/reference_images/Southern_Giant_Petrel-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/CDTGHVBGZP/Southern%20Giant-Petrel2011-11-1-1.mp3	Petrels	Very Large	Marine	['Grey', 'Brown', 'White']	Southern Giant Petrel	Macronectes giganteus	Reusenellie	https://birda.twic.pics/species/657be089-a285-442c-8ba8-3658135f3f98/reference_images/Southern_Giant_Petrel-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/CDTGHVBGZP/Southern%20Giant-Petrel2011-11-1-1.mp3	Petrels	Very Large	Marine	['Grey', 'Brown', 'White']
Southern Grey-headed Sparrow	Passer diffusus	Gryskopmossie	https://birda.twic.pics/species/2f51c6a7-29f6-4477-87df-4e3a3e0fe244/reference_images/Southern_Grey-headed_Sparrow_-_Adu.jpg	https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC1071235-Sparrow_Southern-Grey-headed3b_SDMKH_400_Tuli_Serolo_Camp_Predawn_4thSep23.mp3	Sparrows	Small	Woodland	['Grey', 'Brown']	Southern Grey-headed Sparrow	Passer diffusus	Gryskopmossie	https://birda.twic.pics/species/2f51c6a7-29f6-4477-87df-4e3a3e0fe244/reference_images/Southern_Grey-headed_Sparrow_-_Adu.jpg	https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC1071235-Sparrow_Southern-Grey-headed3b_SDMKH_400_Tuli_Serolo_Camp_Predawn_4thSep23.mp3	Sparrows	Small	Woodland	['Grey', 'Brown']
Southern Ground- Hornbill	Bucorvus leadbeateri	Bromvoël	https://cdn.sabirds.app/southern-hyliota/1_medium.webp	https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC834699-Hornbill_Southern_Ground2_SDMKH_387_Manyeleti_Buffelshoek_Camp_Predawn_31stAug23.mp3	Ground-Hornbills	Very Large	Grassland	['Black', 'Red']	Southern Ground- Hornbill	Bucorvus leadbeateri	Bromvoël	https://cdn.sabirds.app/southern-hyliota/1_medium.webp	https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC834699-Hornbill_Southern_Ground2_SDMKH_387_Manyeleti_Buffelshoek_Camp_Predawn_31stAug23.mp3	Ground-Hornbills	Very Large	Grassland	['Black', 'Red']
Southern Hyliota	Hyliota australis	Mashonahyliota	https://cdn.sabirds.app/southern-masked-weaver/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC932680-southern-hyliota-%28call%29-LazyJ%2CLusaka%2CZAMBIA_20240519_075708.mp3	Hyliotas	Tiny	Woodland	['Blue', 'White', 'Yellow']	Southern Hyliota	Hyliota australis	Mashonahyliota	https://cdn.sabirds.app/southern-masked-weaver/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC932680-southern-hyliota-%28call%29-LazyJ%2CLusaka%2CZAMBIA_20240519_075708.mp3	Hyliotas	Tiny	Woodland	['Blue', 'White', 'Yellow']
Southern Masked Weaver	Ploceus velatus	Swartkeelgeelvink	https://birda.twic.pics/species/e167a5bd-42d4-427a-9487-cd2a3346d302/reference_images/Southern_Masked_Weaver_-_Adult_Mal.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1063299-20250824_DV_AKaramitsos_XA60_A045C075_2508248O_SLE_250HP_-3dBNORM_comb.mp3	Weavers	Small	Fynbos	['Yellow', 'Black', 'Green']	Southern Masked Weaver	Ploceus velatus	Swartkeelgeelvink	https://birda.twic.pics/species/e167a5bd-42d4-427a-9487-cd2a3346d302/reference_images/Southern_Masked_Weaver_-_Adult_Mal.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1063299-20250824_DV_AKaramitsos_XA60_A045C075_2508248O_SLE_250HP_-3dBNORM_comb.mp3	Weavers	Small	Fynbos	['Yellow', 'Black', 'Green']
